R,Z,V_R,V_PHI,V_Z,V_T,a_r,a_phi,a_z,fg_r,fg_z,fr_r,fr_phi,fr_z,f_en,prr_hist,prphi_hist,prz_hist,pphir_hist,pphiphi_hist,pphiz_hist,pzr_hist,pzphi_hist,pzz_hist,rho,xi,fm,tau_dr,tau_uv,tau_x,dv_dr,escaped
1084.9056603773583,1.0,0.0,0.030360156956688856,0.00033356409519815205,0.00033356409519815205,1.4230515715504882e-10,-0.0,5.383888897127849e-10,-8.496019418378702e-07,-7.831113550853413e-10,1.4122242035600466e-10,-1.3255042375199009e-09,1.3215002447981261e-09,2.7733791890183166e-09,1.0127640154288503e-09,-1.4505229262688874e-11,2.5111880461791635e-12,-1.4505229262688874e-11,8.801517685263477e-10,-5.564941320741484e-10,2.5111880461790985e-12,-5.564941320741484e-10,8.804568053129039e-10,200000000.0,3.542747448070787e-18,0.6183722243018686,0.0019646374256828097,1.7385195171011696,50,1.6694789102882563e-06,0.0
1084.9056603773583,1.0,0.0,0.030360156956688856,0.00033356409519815205,0.030361989319548678,1.4230515715504882e-10,-0.0,5.383888897127849e-10,-8.496019418378702e-07,-7.831113550853413e-10,2.3449168218458717e-10,-2.2009233209238393e-09,2.1942749219910284e-09,4.605036153106687e-09,1.6816362234499165e-09,-2.4085096415332682e-11,4.1696828856632835e-12,-2.4085096415332682e-11,1.4614412375825506e-09,-9.240264033640067e-10,4.169682885663176e-12,-9.240264033640067e-10,1.4619477335697138e-09,2197246.0914249937,3.2247161225105985e-16,0.6183725390648095,2.1583959523244076e-05,1.7128565358917354,50,1.8341295634543648e-08,0.0
1084.9056603773606,1.000033356423332,2.303687272583682e-11,0.030360156724220988,0.0003335642333178099,0.030361989088612255,2.303687272583682e-10,-2.3246786892307204e-09,1.3811965783942234e-09,-8.496019417656331e-07,-7.8313747681263e-10,3.761935023186093e-10,-3.5308161918179815e-09,3.5201502059813713e-09,7.387606171377549e-09,2.6977622244734e-09,-3.8639466604150506e-11,6.6894156907150304e-12,-3.8639466604150506e-11,2.344506898512093e-09,-1.4823632778568211e-09,6.6894156907150304e-12,-1.4823632778568211e-09,2.3453194674990556e-09,2197246.1080129244,3.2247160979830754e-16,1.5962602475942138,2.1583959686190423e-05,1.7128565359424301,50,8.938267488382168e-08,0.0
1084.9056603773658,1.00006671286657,5.25302516784075e-11,0.03036015642628846,0.00033356443238402274,0.030361988792884702,2.949337895257068e-10,-2.979325291781648e-09,1.99066212813504e-09,-8.496019416933894e-07,-7.831635985554946e-10,4.18592037271634e-10,-3.928630029956561e-09,3.916761941070266e-09,8.21997036702484e-09,3.0017264334484508e-09,-4.299418101437108e-11,7.443362396626667e-12,-4.299418101437108e-11,2.6086601105244377e-09,-1.6493800589108101e-09,7.443362396626667e-12,-1.6493800589108101e-09,2.609564259347516e-09,2197246.1292896657,3.2247160665741515e-16,1.8887753660964373,2.1583959895195833e-05,1.7128565359937344,50,1.1841413701286023e-07,0.0
1084.9056603773852,1.0001334258170698,1.2535903060294572e-10,0.030360155690074993,0.00033356496117774976,0.03036198806252513,4.148902127380179e-10,-4.195599978830052e-09,3.1229882763602097e-09,-8.496019415488787e-07,-7.832158420913204e-10,4.880365774259405e-10,-4.580102982375134e-09,4.566265966064229e-09,9.583085237668202e-09,3.499516591918106e-09,-5.012667082216369e-11,8.678270646104178e-12,-5.012667082216369e-11,3.0412458430819762e-09,-1.9228924281212743e-09,8.678270646104178e-12,-1.922892428121274e-09,3.0422999891952367e-09,2197246.181895379,3.224715989003402e-16,2.3678049810787107,2.15839604119516e-05,1.712856536097653,50,1.728061074401618e-07,0.0
1084.9056603774684,1.0002668520430478,2.865803083774773e-10,0.03036015405972807,0.0003335661657591064,0.03036198644551048,3.732544674846658e-10,-3.7739638130173384e-09,2.730325111409687e-09,-8.496019412597605e-07,-7.833203294172919e-10,4.651425473010242e-10,-4.364699455829291e-09,4.3515115287252e-09,9.132431607803176e-09,3.334976904999073e-09,-4.777471431389584e-11,8.271268587436861e-12,-4.777471431389584e-11,2.8982141293808632e-09,-1.8324594290143875e-09,8.271268587436648e-12,-1.8324594290143875e-09,2.8992188268159823e-09,2197246.2984174327,3.224715817261915e-16,2.2094021563053237,2.158396155656954e-05,1.7128565363069757,50,1.5390909556710498e-07,0.0
1084.9056603777958,1.0005337059035337,6.713121508604474e-10,0.030360150167622935,0.0003335691627335139,0.030361982586566083,4.568932262156949e-10,-4.622829970048647e-09,3.5203964372407193e-09,-8.496019406811516e-07,-7.83529305171597e-10,5.1050066132573e-10,-4.7891167198156284e-09,4.774642750171008e-09,1.0020547665102008e-08,3.659360983824138e-09,-5.2432362545079247e-11,9.078055384957857e-12,-5.2432362545079247e-11,3.180030066100847e-09,-2.010647784008899e-09,9.078055384957974e-12,-2.010647784008899e-09,3.1811327363689484e-09,2197246.576684793,3.2247154074073394e-16,2.5214491897119977,2.158396429004189e-05,1.7128565367315647,50,1.9197011415682763e-07,0.0
1084.905660379486,1.00106742120508,1.4921823960566586e-09,0.03036014185854007,0.00033357564460903473,0.03036197434919797,5.139339174957542e-10,-5.202916066111743e-09,4.060047419524705e-09,-8.496019395218337e-07,-7.839472626131007e-10,5.396674130699791e-10,-5.060192745332424e-09,5.044891763858672e-09,1.0587928545412271e-08,3.8666920330380025e-09,-5.542573882623031e-11,9.597179932692997e-12,-5.542573882623031e-11,3.3600227873810047e-09,-2.124460909878054e-09,9.597179932692997e-12,-2.124460909878054e-09,3.361188457805478e-09,2197247.1708085844,3.2247145325248187e-16,2.7207071414666446,2.158397012623107e-05,1.7128565375859195,50,2.1802108174868744e-07,0.0
1084.9056603866002,1.002134881501578,3.0223051224338444e-09,0.03036012636261632,0.00033358756153634926,0.030361958985138812,4.714327764134628e-10,-4.776474317089857e-09,3.6621249754472087e-09,-8.496019371954361e-07,-7.84783200736055e-10,5.190748911907232e-10,-4.862221268374733e-09,4.847504020678232e-09,1.0174064231651068e-08,3.715802599763437e-09,-5.33064420899809e-11,9.231861748712831e-12,-5.33064420899809e-11,3.2285580448455812e-09,-2.041355352548872e-09,9.23186174871283e-12,-2.041355352548872e-09,3.2296792375502855e-09,2197248.278660718,3.224712900723662e-16,2.575016208744526,2.158398100886989e-05,1.7128565392854043,50,1.9884182828322496e-07,0.0
1084.905660413777,1.0042698997298036,5.646938824047019e-09,0.030360099739854023,0.00033360731897560714,0.030361932581065888,3.64439997400899e-10,-3.7015716213793206e-09,2.6595857949495535e-09,-8.496019325147449e-07,-7.864551533922436e-10,4.6280644810994005e-10,-4.326463847152297e-09,4.313341761878285e-09,9.053666157136431e-09,3.30705794663726e-09,-4.752016316677909e-11,8.232698734508656e-12,-4.752016316677909e-11,2.872793380696525e-09,-1.8164412947609598e-09,8.232698734508656e-12,-1.8164412947609598e-09,2.8737930392294165e-09,2197250.181377665,3.2247100963738303e-16,2.1808720316428922,2.1583999699614512e-05,1.7128565426486049,50,1.5060008963613857e-07,0.0
