R,Z,V_R,V_PHI,V_Z,V_T,a_r,a_phi,a_z,fg_r,fg_z,fr_r,fr_phi,fr_z,f_en,prr_hist,prphi_hist,prz_hist,pphir_hist,pphiphi_hist,pphiz_hist,pzr_hist,pzphi_hist,pzz_hist,rho,xi,fm,tau_dr,tau_uv,tau_x,dv_dr,escaped
741.5094339622641,1.0,0.0,0.0367232965419208,0.00033356409519815205,0.00033356409519815205,9.13791424249806e-10,-0.0,5.414164219114092e-09,-1.8187183710005623e-06,-2.4527245206877813e-09,9.088298036882474e-10,-7.898366360064306e-09,7.866888739801873e-09,1.6544288298964026e-08,6.06574286499827e-09,-1.164851082377834e-10,2.1823783294148452e-11,-1.164851082377834e-10,5.2383067801592554e-09,-3.307181730019362e-09,2.1823783294148452e-11,-3.307181730019362e-09,5.240232656274487e-09,200000000.0,7.583860950019885e-18,2.4330309573120465,0.0019646374256828097,1.0638706677644616,50,1.6460814365045537e-05,0.0
741.5094339622641,1.0,0.0,0.0367232965419208,0.00033356409519815205,0.03672481142104691,9.13791424249806e-10,-0.0,5.414164219114092e-09,-1.8187183710005623e-06,-2.4527245206877813e-09,3.201307275490772e-09,-2.7821598268842517e-08,2.77107199345798e-08,5.8276423467136e-08,2.136627417605705e-08,-4.103129353533637e-10,7.687317906473148e-11,-4.103129353533637e-10,1.8451672181658362e-08,-1.1649381315088194e-08,7.687317906473148e-11,-1.1649381315088194e-08,1.8458455983415706e-08,1816556.5765017811,8.349710708845019e-16,2.4330336026204447,1.7844375180328185e-05,1.038158283338264,50,1.4951027486432317e-07,0.0
741.5094339622956,1.0000333566593786,3.1439695748578884e-10,0.03672329355184142,0.000333566593786137,0.036724808453785125,3.1439695748578884e-09,-2.990079382510237e-08,2.4985879849399935e-08,-1.818718370669398e-06,-2.45280633493744e-09,8.251405676438674e-09,-7.170826738322199e-08,7.142247729540789e-08,1.502036628512854e-07,5.507028766830817e-08,-1.0575835520874427e-09,1.981421791692194e-10,-1.0575835520874427e-09,4.7557917683863165e-08,-3.0025489339629824e-08,1.981421791692194e-10,-3.0025489339629824e-08,4.757540304854675e-08,1816556.7230539052,8.349710034211804e-16,7.848397638786704,1.7844376619937125e-05,1.0381582834202596,50,1.064475581017695e-06,0.0
741.5094339623914,1.0000667138566726,9.583245188978204e-10,0.03672328742271438,0.0003335719729386986,0.03672480237376946,6.439275614120316e-09,-6.129127035012887e-08,5.379152561555428e-08,-1.8187183703378999e-06,-2.4528881505057643e-09,1.2284096309000903e-08,-1.0675078534550812e-07,1.0632532181102937e-07,2.236056907536275e-07,8.198239261606818e-08,-1.5744499601016606e-09,2.9498077971258856e-10,-1.5744499601016606e-09,7.079859303768805e-08,-4.4698404621494177e-08,2.9498077971259197e-10,-4.4698404621494177e-08,7.082462402481192e-08,1816557.0235750892,8.349708651866466e-16,12.172430132626266,1.784437957201295e-05,1.0381582835222334,50,2.2274395088111876e-06,0.0
741.5094339628598,1.0001334306095826,3.3083819619946105e-09,0.03672326504626769,0.00033359201628209683,0.03672478018030556,1.5229619525981377e-08,-1.4502533420844103e-07,1.3063072412087973e-07,-1.8187183696734914e-06,-2.453051787423817e-09,1.996607177604756e-08,-1.7349767007497544e-07,1.7280613923843143e-07,3.6341795370248555e-07,1.3324347346606894e-07,-2.5590341420956466e-09,4.794531327339067e-10,-2.5590341420956466e-09,1.1506601928659598e-07,-7.264650891720209e-08,4.794531327339123e-10,-7.264650891720209e-08,1.1510832917233481e-07,1816558.1209109188,8.349703605986145e-16,20.40855317902635,1.784439035134815e-05,1.0381582837905754,50,5.330926538794116e-06,0.0
741.5094339656466,1.0002668799841263,1.095220986096608e-08,0.036723192247182596,0.0003336578397464858,0.03672470798219744,2.3993375758760546e-08,-2.2852939287778788e-07,2.0725890769386956e-07,-1.8187183683353086e-06,-2.453379100162416e-09,2.586941130758812e-08,-2.2476768342674558e-07,2.2387168947342526e-07,4.708130782256549e-07,1.7262025189547535e-07,-3.3156265071711143e-09,6.212210028374264e-10,-3.3156265071711143e-09,1.4906891777068567e-07,-9.411422866237014e-08,6.212210028374264e-10,-9.411422866237014e-08,1.4912373775291825e-07,1816561.6912366103,8.349687191107669e-16,26.73481242397954,1.7844425423325525e-05,1.0381582845057595,50,8.426133220789648e-06,0.0
741.509433982618,1.0005338772325794,2.9879299221468945e-08,0.03672301193030161,0.000333821346606194,0.03672452915866203,2.8386601854543436e-08,-2.704671218727237e-07,2.4574334612700363e-07,-1.8187183656015241e-06,-2.454033967114771e-09,2.8488954766987946e-08,-2.474665079659735e-07,2.4647978724916733e-07,5.183640973395088e-07,1.9005769888126638e-07,-3.6512938095049662e-09,6.841450775237764e-10,-3.6512938095049662e-09,1.641229191401848e-07,-1.0361878110196063e-07,6.841450775237724e-10,-1.0361878110196065e-07,1.641832911272863e-07,1816570.5348112225,8.349646533995193e-16,29.535369403684417,1.7844512295413824e-05,1.0381582861571492,50,9.980664471814652e-06,0.0
741.509434062597,1.0010682697498752,6.912219643189136e-08,0.0367226377959589,0.0003341607460842294,0.03672415812652743,2.6477215935523338e-08,-2.5251902518722107e-07,2.292701945615639e-07,-1.81871835990205e-06,-2.4553446767823304e-09,2.740724209461e-08,-2.379525454432247e-07,2.3700329354394367e-07,4.984441651021146e-07,1.8276024469147364e-07,-3.5125135615876297e-09,6.582051109797434e-10,-3.5125135615876297e-09,1.5781282886651232e-07,-9.963539950929321e-08,6.582051109797511e-10,-9.963539950929321e-08,1.5787091028467413e-07,1816588.8840915042,8.3495621765575985e-16,28.360799188709933,1.7844692543827702e-05,1.0381582895461687,50,9.315366603112405e-06,0.0
741.5094343961223,1.0021385567352623,1.409374387946224e-07,0.036721951908387215,0.00033478228365971854,0.036723477928420935,2.1689305831234977e-08,-2.0740543811779862e-07,1.8786376800342402e-07,-1.8187183476282429e-06,-2.4579697782057507e-09,2.4520809807738533e-08,-2.1268152580106558e-07,2.1183248583231705e-07,4.455242098589543e-07,1.633675861014654e-07,-3.1423334746734015e-09,5.889510513074272e-10,-3.1423334746734015e-09,1.4105224680870193e-07,-8.905444475875998e-08,5.889510513074272e-10,-8.905444475875998e-08,1.4110421437972138e-07,1816622.522522268,8.349407527501709e-16,25.241510170095722,1.7845022980427802e-05,1.0381582959285467,50,7.643017201216427e-06,0.0
741.509435646099,1.0042841823690258,2.589298758359003e-07,0.03672082005978767,0.0003358051196544277,0.03672235546651025,1.5738496639652608e-08,-1.516090497617831e-07,1.3664721294584378e-07,-1.8187183201366768e-06,-2.463232365352895e-09,2.0556335433707018e-08,-1.779425638259386e-07,1.7723080556986287e-07,3.7277967960499517e-07,1.3671170756183307e-07,-2.6338598380450425e-09,4.9384100506189e-10,-2.6338598380450425e-09,1.1801213217618183e-07,-7.450887748625439e-08,4.93841005061887e-10,-7.450887748625439e-08,1.1805570292208482e-07,1816678.0293738155,8.349152325858101e-16,20.953410513453182,1.7845568234617464e-05,1.0381583071719207,50,5.574485654089188e-06,0.0
