R,Z,V_R,V_PHI,V_Z,V_T,a_r,a_phi,a_z,fg_r,fg_z,fr_r,fr_phi,fr_z,f_en,prr_hist,prphi_hist,prz_hist,pphir_hist,pphiphi_hist,pphiz_hist,pzr_hist,pzphi_hist,pzz_hist,rho,xi,fm,tau_dr,tau_uv,tau_x,dv_dr,escaped
292.45283018867923,1.0,0.0,0.05847524979604343,0.00033356409519815205,0.00033356409519815205,4.1537131832401785e-08,-0.0,2.3686616779503073e-07,-1.1691782462146097e-05,-3.9978352935080204e-08,4.133208097121309e-08,-2.7871468358489026e-07,2.768445207301109e-07,5.858900891051429e-07,2.1760606388810704e-07,-8.379949235131155e-09,1.929127533534311e-09,-8.379949235131155e-09,1.8401632357713819e-07,-1.1571124931772755e-07,1.929127533534311e-09,-1.1571124931772755e-07,1.8426746610778178e-07,200000000.0,178386.74008723313,0.015243647678055437,0.0019646374256828097,0.181637352140492,0.34854070344470284,0.0007209426755139303,0.0
292.45283018867923,1.0,0.0,0.05847524979604343,0.00033356409519815205,0.05847620117377054,4.1537131832401785e-08,-0.0,2.3686616779503073e-07,-1.1691782462146097e-05,-3.9978352935080204e-08,4.3058850134935684e-08,-2.903588086756711e-07,2.8841051427094587e-07,6.103673695958607e-07,2.2669719678370787e-07,-8.730046244349332e-09,2.009722506241235e-09,-8.730046244349332e-09,1.91704146345992e-07,-1.2054542685059433e-07,2.009722506241235e-09,-1.2054542685059433e-07,1.919657810939986e-07,1140840.8498537452,32090196.526765134,0.015243648052317725,1.1206693151852255e-05,0.15583717277126535,0.32274052407547626,4.112452355325135e-06,0.0
292.4528301891057,1.0000333588864616,4.265211585395156e-09,0.05847521693278909,0.0003335888646147596,0.058476168452347814,4.265211585395156e-08,-3.286325434330001e-07,2.476941660756629e-07,-1.1691782448431427e-05,-3.99796865214615e-08,4.306076412670396e-08,-2.903632595440053e-07,2.8841487981242386e-07,6.103773247308287e-07,2.2670135222809358e-07,-8.730414854550347e-09,2.009822111583323e-09,-8.730414854550347e-09,1.91707039877356e-07,-1.205473084323695e-07,2.009822111583318e-09,-1.205473084323695e-07,1.9196868721550516e-07,1140841.487339104,32090178.563418128,0.01525707320959678,1.1206699413990226e-05,0.1558371729147503,0.3227405242840591,7.075157691820573e-06,0.0
292.4528301899586,1.0000667202498659,8.529267654029766e-09,0.05847518406927192,0.0003336136340456279,0.0584761357306733,4.26405606863461e-08,-3.286351717232414e-07,2.476943086829804e-07,-1.1691782434681203e-05,-3.998102020668387e-08,4.30621088244498e-08,-2.9036387085260867e-07,2.8841543155473107e-07,6.10379208730684e-07,2.2670251000682381e-07,-8.73066803998875e-09,2.009895147785869e-09,-8.73066803998875e-09,1.917073984049906e-07,-1.2054759598082534e-07,2.009895147785869e-09,-1.2054759598082534e-07,1.919690548775574e-07,1140842.1248266671,32090160.59993265,0.015257073253912803,1.120670567614985e-05,0.15583717305823724,0.322740524492651,7.0751784441093644e-06,0.0
292.45283019269976,1.0001334489921125,1.7054548125003482e-08,0.05847511834159727,0.0003336631729437863,0.05847607028671707,4.261643439722847e-08,-3.286406311159049e-07,2.4769461749818866e-07,-1.169178240709412e-05,-3.998368781716867e-08,4.306479845049914e-08,-2.9036509347384115e-07,2.8841653503430697e-07,6.103829768871805e-07,2.267048257338694e-07,-8.731174451588575e-09,2.010041233335562e-09,-8.731174451588575e-09,1.9170811545301895e-07,-1.205481710746876e-07,2.010041233335567e-09,-1.205481710746876e-07,1.9196979019224956e-07,1140843.3998074513,32090124.67262773,0.015257073345772388,1.1206718200524677e-05,0.15583717334521735,0.32274052490985916,7.075221173117876e-06,0.0
292.45283020338314,1.0002669367145043,3.409080599924372e-08,0.0584749868838774,0.0003337622501809942,0.05847593939656243,4.2570063166604896e-08,-3.286471215551694e-07,2.4769182245371146e-07,-1.1691782351486226e-05,-3.9989024244767054e-08,4.307017887175333e-08,-2.903675387758292e-07,2.8841874200136724e-07,6.103905140286556e-07,2.267094580251322e-07,-8.732187485870156e-09,2.0103334728289275e-09,-8.732187485870156e-09,1.917095495401993e-07,-1.205493212717169e-07,2.0103334728289324e-09,-1.205493212717169e-07,1.9197126082498876e-07,1140845.949779585,32090052.81678404,0.015257073287564558,1.120674324937812e-05,0.15583717391920007,0.3227405257443831,7.075214922389705e-06,0.0
292.45283024451845,1.0005340273058712,6.810880991323788e-08,0.05847472395764886,0.00033396040407163196,0.058475677605987264,4.247651577284941e-08,-3.286665041316567e-07,2.476915325119792e-07,-1.1691782238620663e-05,-3.9999701694833046e-08,4.308094419839725e-08,-2.903724298803131e-07,2.8842315624431617e-07,6.104055920749897e-07,2.2671872604617697e-07,-8.734214360448357e-09,2.010918215224408e-09,-8.734214360448357e-09,1.9171241786039076e-07,-1.2055162180801645e-07,2.010918215224403e-09,-1.2055162180801645e-07,1.9197420226034763e-07,1140851.0497996537,32089909.09944978,0.015257073540699533,1.1206793347829613e-05,0.15583717506726097,0.3227405274138555,7.075342510728367e-06,0.0
292.4528304081372,1.0010686836774145,1.3591982132277593e-07,0.058474198064098475,0.000334356706460716,0.058475153985817326,4.228885748582627e-08,-3.287008059891544e-07,2.4768706487682247e-07,-1.1691782006102489e-05,-4.002107555723845e-08,4.310249331693143e-08,-2.903822138717727e-07,2.8843198573826767e-07,6.104357630212565e-07,2.2673727597088668e-07,-8.738271434404689e-09,2.0120887805769177e-09,-8.738271434404689e-09,1.9171815491925e-07,-1.20556223378996e-07,2.0120887805769177e-09,-1.20556223378996e-07,1.9198008569211525e-07,1140861.2500849946,32089621.64331453,0.01525707378239334,1.120689354714128e-05,0.1558371773637591,0.3227405307545219,7.075497397008954e-06,0.0
292.4528310584335,1.0021398952205725,2.7064309012612795e-07,0.05847314610987316,0.0003351492924167014,0.05847410658665962,4.1913716932246834e-08,-3.287703697278111e-07,2.4767904690611745e-07,-1.1691781514103859e-05,-4.006389905367267e-08,4.3145665366552565e-08,-2.904017892051397e-07,2.884496489571004e-07,6.104961647965139e-07,2.2677443150290307e-07,-8.74639886977556e-09,2.0144342300253598e-09,-8.74639886977556e-09,1.9172963085749493e-07,-1.2056542858826416e-07,2.0144342300253598e-09,-1.2056542858826418e-07,1.9199185491173172e-07,1140881.65170823,32089046.643672448,0.015257074337687592,1.1207093956104042e-05,0.15583718195829874,0.32274053744278264,7.07583444999296e-06,0.0
292.4528336374014,1.0042899257040045,5.364887742029606e-07,0.05847104154058623,0.00033673438261004065,0.0584720111606674,4.116345124501266e-08,-3.289079877265887e-07,2.47661997797144e-07,-1.1691780423348975e-05,-4.0149849624199424e-08,4.3232305124181774e-08,-2.904409689407429e-07,2.884849919989519e-07,6.106172075106654e-07,2.2684896550534314e-07,-8.762706949726675e-09,2.0191424433157475e-09,-8.762706949726675e-09,1.917525897713752e-07,-1.205838471058158e-07,2.0191424433157475e-09,-1.205838471058158e-07,1.920154025546072e-07,1140922.459124824,32087896.29905994,0.01525707541451921,1.1207494814993475e-05,0.15583719115377548,0.3227405508473193,7.076495841963996e-06,0.0
